epoch: 0, KL loss: 8.00, Reconstruct loss: 0.0016443092841655015
epoch: 47, KL loss: 8.00, Reconstruct loss: 0.0010924575850367545
epoch: 48, KL loss: 8.00, Reconstruct loss: 0.001086348050739616
epoch: 49, KL loss: 8.00, Reconstruct loss: 0.001079741504509002
epoch: 50, KL loss: 8.00, Reconstruct loss: 0.0010742708982434124
epoch: 51, KL loss: 8.00, Reconstruct loss: 0.0010684704058803618
epoch: 52, KL loss: 8.00, Reconstruct loss: 0.001064036466414109
epoch: 53, KL loss: 8.00, Reconstruct loss: 0.001057016005506739
epoch: 54, KL loss: 8.00, Reconstruct loss: 0.0010511820495594294
epoch: 55, KL loss: 8.00, Reconstruct loss: 0.001046863419469446
epoch: 56, KL loss: 8.00, Reconstruct loss: 0.0010413708572741599
epoch: 57, KL loss: 8.00, Reconstruct loss: 0.00103543022996746
epoch: 58, KL loss: 8.00, Reconstruct loss: 0.001032085157930851
epoch: 59, KL loss: 8.00, Reconstruct loss: 0.0010286255710525438
epoch: 60, KL loss: 8.00, Reconstruct loss: 0.0010230914398562164
epoch: 61, KL loss: 8.00, Reconstruct loss: 0.0010167957399971784
epoch: 62, KL loss: 8.00, Reconstruct loss: 0.001011034130351618
epoch: 63, KL loss: 8.00, Reconstruct loss: 0.0010070625023217872
epoch: 64, KL loss: 8.00, Reconstruct loss: 0.0010020561458077282
epoch: 65, KL loss: 8.00, Reconstruct loss: 0.0009968686645152047
epoch: 66, KL loss: 8.00, Reconstruct loss: 0.0009937654831446707
epoch: 67, KL loss: 8.00, Reconstruct loss: 0.0009884369093924761
epoch: 68, KL loss: 8.00, Reconstruct loss: 0.0009863332175882532
epoch: 69, KL loss: 8.00, Reconstruct loss: 0.0009814179473323747
epoch: 70, KL loss: 8.00, Reconstruct loss: 0.0009732396632898599
epoch: 71, KL loss: 8.00, Reconstruct loss: 0.0009692654857644811
epoch: 72, KL loss: 8.00, Reconstruct loss: 0.0009644309466239065
epoch: 73, KL loss: 8.00, Reconstruct loss: 0.0009606723848264665
epoch: 74, KL loss: 8.00, Reconstruct loss: 0.0009565919579472392
epoch: 75, KL loss: 8.00, Reconstruct loss: 0.0009543659427436069
epoch: 76, KL loss: 8.00, Reconstruct loss: 0.0009517081576632336
epoch: 77, KL loss: 8.00, Reconstruct loss: 0.0009484267793595791
epoch: 78, KL loss: 8.00, Reconstruct loss: 0.0009410494996700436
epoch: 79, KL loss: 8.00, Reconstruct loss: 0.0009372975415317342
epoch: 80, KL loss: 8.00, Reconstruct loss: 0.0009320809418568388
epoch: 81, KL loss: 8.00, Reconstruct loss: 0.0009268698428058997
epoch: 82, KL loss: 8.00, Reconstruct loss: 0.0009213031444232911
epoch: 83, KL loss: 8.00, Reconstruct loss: 0.0009195865481160581
epoch: 84, KL loss: 8.00, Reconstruct loss: 0.0009161985799437389
epoch: 85, KL loss: 8.00, Reconstruct loss: 0.0009124841657467186
epoch: 86, KL loss: 8.00, Reconstruct loss: 0.0009081316587980836
epoch: 87, KL loss: 8.00, Reconstruct loss: 0.0009044500679010525
epoch: 88, KL loss: 8.00, Reconstruct loss: 0.0009039848839165643
epoch: 89, KL loss: 8.00, Reconstruct loss: 0.0008953755313996226
epoch: 90, KL loss: 8.00, Reconstruct loss: 0.0008935997146181762
epoch: 91, KL loss: 8.00, Reconstruct loss: 0.0008880428998963907
epoch: 92, KL loss: 8.00, Reconstruct loss: 0.0008861555397743359
epoch: 93, KL loss: 8.00, Reconstruct loss: 0.0008814800385152921
epoch: 94, KL loss: 8.00, Reconstruct loss: 0.0008799846778856591
epoch: 95, KL loss: 8.00, Reconstruct loss: 0.0008743236190639436
epoch: 96, KL loss: 8.00, Reconstruct loss: 0.0008722314407350496
epoch: 97, KL loss: 8.00, Reconstruct loss: 0.0008685311215231196
epoch: 98, KL loss: 8.00, Reconstruct loss: 0.0008644691639347002
epoch: 99, KL loss: 8.00, Reconstruct loss: 0.0008614412858150899
