Epoch: 0, Next KL: 16.871110, Next Recon Loss: 0.048518, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 24, Next KL: 120.614084, Next Recon Loss: 0.000341, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 25, Next KL: 126.488477, Next Recon Loss: 0.000340, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 26, Next KL: 131.434837, Next Recon Loss: 0.000339, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 27, Next KL: 136.340306, Next Recon Loss: 0.000339, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 28, Next KL: 140.214884, Next Recon Loss: 0.000338, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 29, Next KL: 143.087348, Next Recon Loss: 0.000339, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 30, Next KL: 145.390262, Next Recon Loss: 0.000342, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 31, Next KL: 144.763543, Next Recon Loss: 0.000338, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 32, Next KL: 146.424500, Next Recon Loss: 0.000339, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 33, Next KL: 147.273244, Next Recon Loss: 0.000337, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 34, Next KL: 147.424898, Next Recon Loss: 0.000347, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 35, Next KL: 143.499168, Next Recon Loss: 0.000338, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 36, Next KL: 143.995359, Next Recon Loss: 0.000336, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 37, Next KL: 147.009108, Next Recon Loss: 0.000335, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 38, Next KL: 150.125351, Next Recon Loss: 0.000338, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 39, Next KL: 151.338468, Next Recon Loss: 0.000336, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 40, Next KL: 150.850719, Next Recon Loss: 0.000347, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 41, Next KL: 146.895090, Next Recon Loss: 0.000337, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 42, Next KL: 147.862119, Next Recon Loss: 0.000335, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 43, Next KL: 150.097099, Next Recon Loss: 0.000334, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 44, Next KL: 152.566335, Next Recon Loss: 0.000339, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 45, Next KL: 151.282184, Next Recon Loss: 0.000337, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 46, Next KL: 151.198944, Next Recon Loss: 0.000337, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 47, Next KL: 151.787208, Next Recon Loss: 0.000340, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 48, Next KL: 149.861127, Next Recon Loss: 0.000338, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000
Epoch: 49, Next KL: 150.372405, Next Recon Loss: 0.000334, Pred Loss: 0.000000, Pred Recon Loss: 0.000000, MDN Loss: 0.000000


only vae: params only vae
