Epoch: 0, Next KL: 16.1540, Next Recon Loss: 0.0470, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 39, Next KL: 104.2516, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 40, Next KL: 104.8714, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 41, Next KL: 105.4630, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 42, Next KL: 106.0650, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 43, Next KL: 106.6021, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 44, Next KL: 107.0842, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 45, Next KL: 107.5393, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 46, Next KL: 108.0230, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 47, Next KL: 108.4845, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 48, Next KL: 108.9347, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000
Epoch: 49, Next KL: 109.4154, Next Recon Loss: 0.0003, Pred Loss: 0.0000, Pred Recon Loss: 0.0000, MDN Loss: 0.0000


fresh vae train. ok, try to fix st first then st+1 situation.
let me use st only
